filename,label,threshold(report >= 5),CPU Architecture
67d3c0aede854e26d6e22a028c66cdb59532e02c3933293aa62c3029abc4138a,Bashlite,True,x86_64el
6776c676d773d55d7985002b3158067740d3c3124442eebee7cf34cb1e8469d0,Bashlite,True,x86el
67e325192fa67f6ced090cb5aa58e281b1ce86a857a43395d6e16805d710777d,Bashlite,False,mipsel
67aa4e54b479acb0d232ed77e44d1a805252712e2b6e23340111b9fc97f65dea,Mirai,True,armel
6780e24386ea4bf9856556d5853c76da021cfb5c72fd2894de20d333ba8fc8aa,Mirai,True,mipseb
6767d3433c3f3825449e7b53048abd596b8af4a9d297888dacdfc40d16cfaeaf,Bashlite,True,x86el
678ea1650db96e12305d63d78e077e383bad59fbb9e7e7c27143d9dc8e832cdc,Bashlite,True,mipsel
67000d44faa07c47aba88cc94f1d1b2922025202f1391ac55819d0078f48eaf4,Bashlite,True,mipseb
677e3f918087a9cd08fd67129797d1582dd946a89edb75c0bd1c0307781cff9f,Bashlite,True,mipsel
67d9b89bc4aeb0978d7ac71bba760ec2bf40897a38513b46c5148582e948d670,Bashlite,True,ppceb
677cb4b803986f015692da2af02c54131dd7c190f74ad905e6d1be6bad0865f8,Mirai,True,ppceb
6703ebb52d4f3b3f1601f56c449a11905c899dd7d6741197fa47628ca0c67702,Mirai,True,x86el
6749e901ae927021ff31e6bc975618cdfbed46cef26c8701440e7bbf9309c5e7,Mirai,True,ppceb
674aa216cf1d9299ebb9c2c515fa96e2b24ef18f170e24c9485a6c156b995178,Mirai,True,x86el
6724da1d0e0da324f0e8572ff9c379a6208795d87097b31745d7ba7bbd8bf4c1,Mirai,True,armel
6788f62e5baec29cddeb93fdfadcb7ff19858b6a20ad0cdf8818534f56657948,Bashlite,True,ppceb
67539ffa905310117f8a56e4921f8fe3bbc03199522696d5bc06cd03dab1e3aa,Bashlite,True,ppceb
67d532b358a582784d43691d20d17b83619cfefea8405bcbd8535be7a08cb292,Mirai,True,mipseb
6768e751668d66df11f6d8faaceaf0d9379ba8fcd5b9335aceef7835296174ba,Mirai,True,mipseb
67438f3628483838d0abd6cd8000b8766cbcc3a34fe4aa57277a0f29d1e09c9d,Mirai,True,mipsel
67e1fb64fdda9e9a43e2bc846b7e57dfadb83c45d0c07bb38b9c610dbace13a4,Bashlite,True,x86el
6781078281b63982a6e6e5338c4272193f6de4512eadc66a45748abe387e5e37,Bashlite,True,x86_64el
678158ae23272b8e910371f85fd78f4fd497f9b1f2811bb3dc0efdcb69051cae,Mirai,True,armel
6744a5639181a8ce68afff1dc60e568fc50470f95e13c364eb6d0f5d0320ca8c,Bashlite,False,ppceb
6727bac95eab75271afcaeabe45f2b929d4dec1c5a414765cade08263f0cf39a,Bashlite,True,mipseb
67c35354fb4f4ad8bf9ace0ada316029a44ffdea6dd91eab4f803236b9d173a3,Mirai,True,armel
679d75e2fe366d3f4915e8738bb91d1c525ba99d86f619cfb501e4deef3b01a3,Bashlite,True,mipseb
672662c7e69d5226e166d335e37b265238c47039764b58fa5b176cebed6f1d68,Mirai,True,armel
67ae5ce5c8ceea2183fd893f35e961c885c3ad6076d634212768854554f4a83e,Mirai,True,x86el
67f93217f1439b82c7b93a1d8a35bee4d660f1d1fdfb359a027ad26ecc896316,Mirai,True,x86el
67a9ddb85078e719e707aea3715f669082c20ab7a7ee94ed3be46ac76f1f3c9f,Mirai,True,ppceb
67de72dde6f5b7878d97bfcfb13d80fd8dfc205ef8b9cdf87500415d100dd871,Mirai,True,mipsel
67cb52e2b162212002263c7cdd2de921e01c607260f5f834513f4a11ca9ea9ff,Mirai,True,mipseb
67bbc4cbc16afabb591aafa41f496f76ff116e0f3be138f209b5c5836e5b1738,Bashlite,True,mipsel
67cf98f65f22418f15fa034275cd9064651a4ca442dbe7ef0b660704c6f988b1,Bashlite,True,x86el
679038f214b4a5a719ee411b858b81969c82af119fc8f35452ace49c68e06065,Bashlite,True,x86el
673b5022e2207efdf822e6247e6e1c6525bb7d7e8b690fdf131bd226bed55ab3,Bashlite,True,mipsel
67b85da5539b4d78c3335f88fc0218f1e987bc16c31bd5858523aaf89d42a114,Bashlite,True,x86el
677b96125a0b6e6e670b1acc30a85f493400f22f276b2002a741d14719b28394,Mirai,True,mipsel
67abe75f936d36f0303e77af5a484c94ba6eab9aed5a26eb0eef834f1f13fac8,Mirai,True,x86el
67fa1440a8c450ce279698a08b2a7a9b1211ce1f7597b6c3fda186d3b1bd53bb,Bashlite,True,armel
6740d1070dcea0b3067ebf59acf55c2c7d6c73f5fc666f9f374ec0055e3788d3,Mirai,True,armel
67c02d0614bd53ba3657e243c0f87e049ff1fabf692df94ca334721ae6572a45,Bashlite,True,mipsel
675efbf02e1f287a5d010e73efcd0702fa939dc83e420a713c43fde964039032,Mirai,True,x86el
6747b8be1498f7b7c46bb64a4a39cbff7d1b7ac3cdc20dbf8b77ad8919d061f4,Mirai,True,armel
6722a0df29ad9bfe3cf0d90e0060253a90858b772bc15e26515da53b52b23103,Bashlite,True,mipseb
674607d716e524f615db2e61dea10fb3b917a2d6cf6a75c75f7a9ad2eef439b1,Mirai,True,x86el
67d109b2d651715dd395c8dd182c0dc5b44924ede4f58d29ad0dca72b6092671,Mirai,True,armel
671299fc2412279bfb79c01f746c688d41ff41d14203407434c67fa22234e237,Mirai,True,armel
670549ded583727d281dad4d66f250953360c14f67476cebeee80b61b7180761,Mirai,True,mipseb
6759de7b17dc581296f2227a4e44440fd220920b6882c077d88e0854623cba49,Bashlite,True,x86el
67a53693561dcebccf81ac2b9599297eb91970d9b4ab5444b53301f2639eed12,Mirai,True,ppceb
67ac0e90fb519b5314a0209192d742ba525cfabd2de82b0041db8c46700ff311,Mirai,True,armel
678e24fe28d163e576bf61b2eb58d43569e3a856fc64f08bf793e4c58c986e3c,Mirai,True,armel
67b61d9a8466f1ee7a7b653ddaee280399dcab032c9c82b72aae87e515ede8ce,Mirai,False,ppceb
67918ca95b6bcb9be1660f964f43eb8d1241ef106bffd8f15a5daa5d6c592448,Mirai,True,armel
67a7750555054032f6fe31025805fc4de843f8a52e54e10faa0f699841519aaa,Mirai,False,x86el
6794ab39aa21d4d3329a100bbc57e87463ce626d8af49ff1d0a7e88fbdebe6ab,Mirai,True,ppceb
676c6fcefa62fe9c93ed7f2e04f3145d58b0d93d3fc35a0e08256b9d16c479f5,Bashlite,True,x86el
67613bc5074411315b6a1ea80e9fe53a8f9c220e8a4a440c80dfe40e96dd2011,Mirai,True,mipsel
67cd7a1641bbd52c024123794a4ae00916aa11758f211d620b89022406797abf,Mirai,True,x86el
67da9d0de7e3f2bf2085b4f9131236fb3ff84acb104747759bfc8985aa759943,Bashlite,True,mipseb
67eac25dd9aa7cd5a53be8d5ec1ffcd1b0ae2a4ebbf979f5f70303d8690aae4a,Mirai,True,x86el
67a33514f9e4f943125d1db9d24c28a491fcba65b5648fdac24d64bff2e647f5,Mirai,True,x86el
67ff064960f092fb3c65c4632e36d4015febcdf0b9031ac5c6f57a795265c8c7,Mirai,True,x86el
678406e5575bd7606ef1a5832ca33e3c3ab1aab7c8eb56c82025cb2c863936ea,Mirai,True,mipseb
6769a8f8611a1bc5a121c028509d00794d1ac9327cb8ad0f5bc58d27353c6df9,Mirai,True,x86el
67602170a57953a9ea6eca60efbd284c8a38d318fe68bb30327090d858356111,Mirai,True,mipseb
676b35c2149a38aab46d2197a4886a30eec6f5a819cfda2d83710b476f86c6c2,Bashlite,True,mipsel
671d446b65b60e26f782ff728f4df9ca8c58a8ef2bd6634898a56cce50609b0c,Bashlite,True,x86el
67d031fc7efa287bdf90f9958c62541066d0bf4f5f9fb00d2e194e055a6a759f,Bashlite,True,x86el
678a8a5dc98cfbd70cae3ae7cdeadd88d2b7f1af91e23eb2ce74245828962841,Mirai,True,x86el
6725ab6c41fa15a3e30198dfaacfe3607dd9505f5a5815e84986526a101fab5a,Bashlite,True,mipsel
6772f4cc494a47936c750c58d27d01b56018872cc420058256726cefc59629ca,Mirai,True,armel
67b6d19f76c05171510cc4cb1ceed71b1cda6088840fa2370dd8d5c4de6e6c18,Mirai,True,mipsel
67a5e6ed89ca60a2147723581ef6d6dd065f7496e829971d048dc56be9e862eb,Bashlite,True,x86el
6731942d8bc358a44d92904e4ac4075fc9935f55bbda8bd8874a72931e405b59,Bashlite,True,ppceb
671bc101a9ba4ca545122414aa941c3d01624909a6e27c05e180071c8781f2ee,Mirai,True,armel
6736193f371053fcc47552f163a4625a0eebf7d8665fbfdd32d474f1013a5f95,Mirai,True,mipseb
67a3ad9ac4e043a2787d467502218eb604bbd17cedef28b776403751043bb5d0,Bashlite,True,x86_64el
67941f96de638e990aeeed76005edc6765642e0376e4d1061653348eeaceec2c,Mirai,True,mipseb
67b2e12d9dc23834bfcf65ba23a0c607e16c5f1a048d698b35fffd95848c2d77,Mirai,True,mipsel
67daf38c6615b090bc40e96ea35b52fd4c514afd9c878e9a1f4fa49a46023704,Mirai,True,armel
67ab56eed84a666a81fd173a3bc592f28104d4eb2bf298c19eacaa26ac428e2c,Mirai,True,x86el
67250d259aceaa86a0cf382f4979444b1bbc748ccd5292ba264dd9ce636c17e7,Bashlite,True,x86_64el
6758926647bcf0e067f795486be98da947d392d2214d144c7ee10af0ea67eff5,Bashlite,True,mipsel
67eb549eac0c106710cda50eea9a85a0281eb21b246060d73d1f5ec1829c2b9e,Bashlite,True,x86_64el
67fbe2cbaad9494c2b11a4657dfde7fe647e814ceca8f8eff9b86f12c0368d88,Bashlite,True,x86el
67b85e23cc7f119fd8a0f6326dd90dc626bf35ce98d52726155ff47a3824cc21,Mirai,True,ppceb
673c7f5622be39f9c4dcf5a5564f9e4cb02d6bf453920ace43bab2ac47453310,Bashlite,True,ppceb
675ebd3609d7f53b02534e6f2f6675d44fcbc7ea7a2e51324b506d50e97703db,Bashlite,True,ppceb
67f9264951bf1699acbe47d1af2e606aabef3a54dff92f4408be8ac3d155c0ae,Mirai,True,x86el
6738bf77706cb99c6b6b1ed786b74857133e8106b2bb7666845c42fc687cb617,Bashlite,True,ppceb
6725ecb5cc758293e3d46c59e3cc3afe03ddc7e237169a7ce7ec46c877d72d69,Bashlite,True,mipsel
67fb07dbeae18346fb6a9c18814c6c8c7461cd3acaf42f0034a6abdc14ea7cd8,Mirai,True,ppceb
675d2c7265b6fb1cf8a1143c0b9c413d8bec949bb092e23e38fedfeba10097cc,Mirai,True,x86el
67c3bbfb6ef49c47ccb919463ce355119ca953229b7bcb3154eded8c12def4b3,Mirai,True,x86_64el
670b2f85cbb071e673a580956e4931135b59d6e79acba7bba05e4d1bec4e7d05,Mirai,True,mipsel
679c0970a3fbb68c88fb003d148cd45654e59cdb924221033a4d7c472c3cd12f,Mirai,True,ppceb
675aaf77ebf4bf35aa910463d5143397974f5f12424bb558c4805a59b793946a,Mirai,True,mipsel
67502715614efed05cbd053d74437a1cf5754f44a9c05be0658f31999478ba7a,Mirai,True,x86el
67a325690dedd3dd29dd8d32a9fd140a7f26a41d8e7cfe02c3c35f6b8cece40e,Mirai,True,armel
675529411729fad98e89913b5e21fff1d6ef6b0ebda96be2063a4bd159d95e4f,Bashlite,True,x86el
67c8ddbd288d86d51f63e9718a698149eca885e65589f6e6644d3c4a03ab05f4,Mirai,True,ppceb
673627a5a0d849acca4c8813b39cca92bca85ef401afda433554150f886c8a6f,Mirai,True,x86el
671640ce7dd0de197cd79d5ffaa912b8de015c3be4f53d7e32d66fdb7d6c9c32,Mirai,True,armel
677fd6f4bdb369940c43506483cd7410acb4b67a71d82bd3d80d90d09568f805,Mirai,True,mipsel
67d3112789b8b9568474048fbe8cf6b4258e008fa18a7fb64596be025fd15648,Mirai,True,mipseb
67a7c8f76a933292cd8f186e6ce44e14f5807bb8cf80502b02e43d4c15be33bb,Mirai,True,mipseb
6746f27c6cf57c3c5f2b73c7f74bdbaac9a7f79e0cb01c96ccb86b615feb5c17,Mirai,False,mipsel
67d9e8cfc516022ffea1b785846175813c91cd6532925346792e3c9f84cf8c37,Bashlite,True,x86el
67ae6509dd847485deb9a28621765b5ac41cabf445724aa0e141e47e525b3d5f,Mirai,True,armel
678d5f8bb10cdb0635cacc913b83b6d83d9b756a09d61cb718853b14250f84cc,Mirai,True,armel
6762445626dc89ffabbd5c7d8b32bfc0f54adf209f0a2d7177fbc62efcb7d430,Mirai,True,armel
674040ae3106129a6cdc4ed7e332cd3a126892863dcf08ed3305782118b0d6e1,Mirai,True,ppceb
67760480e37469de90ee35bf439f69137307a96e5cc828013111a6a4a82f1e4c,Mirai,True,x86el
67458a99a3ce52185b2559949f71b858d4da5acc2f7a1ff40c97ac2b8a144b11,Mirai,True,x86el
670413e2ec9216db5118e792a424d6f8fb42e14c5aa03fb0877ba9d94636fd2d,Mirai,True,armel
67e2abb9b242d5a8b27f3a6df4a86b4bbacdbb117f40e51184a5e7272e07ebdc,Bashlite,True,mipseb
67a166e28331b3bb8d9dac0b5385b7fa1fcbfcc76982310f1a5adfc07442aecd,Mirai,True,armel
67fd6722c599d52000e1f67f0c74e37a2023e8959b1103ee95304661ea15cb99,Mirai,True,mipseb
67faef3e4fb138ce40ffa4f9cf78bebff4fd60b99b9eb81e545d53b778a2a219,Mirai,True,armel
67fd5fc741decc66b50efdb3373fa5cdc38b0910e5509155bcf81df4ed2365ed,Mirai,True,armel
6715733408abb16b0473fa45f8fe449c91dc76c3b8b55ef3c992be8fc4292879,Mirai,True,x86el
676c5c78dddbdb21378178ac9b734b4bc457fe7b5c384ee02eee5bb68e3206be,Mirai,True,mipsel
67f568c9f269e3f872f6341e163b0b666bf288ca156ec5c447881716f6e0f3c7,Mirai,True,x86el
672fce8567b1557dd84fcdf5790892778d84e14d992f7a6a56ee2d17d1eb39b6,Mirai,True,ppceb
676571a34670e84d6f659875e2ffb2ee0ee99335fb4a532ff662d5995aef5f93,Mirai,True,mipseb
67c24ab5e4eef92f52e5ea739888c5c5eef72300fa6c1e964f3cfb273cc3c00c,Bashlite,True,x86_64el
67a2a2543c5059d97ffa2e9af90943f4744f562575e7e1c457bcbd268f8727e3,Mirai,True,ppceb
672d568e84a4803b0c23a5bb7c96b50196d056d9685301a8e690f27b10f8caf2,Bashlite,True,x86el
67e1bada921bb795facb8be5866dec2064f1aeb4fb02bee31187f4c7b6fb5512,Mirai,True,x86el
6717617a6a3ce053c36ab71f0d8c3cc1a8bb1d317f5e35e76fabed5ff004d894,Mirai,True,x86_64el
67f848937d9b094f6fd975960f049e717c162d69916d6f4985f9f61fabaad9d3,Mirai,True,mipsel
6764fe8987b1ec4f47a9b1972299a4b2a71fdc185005e4d9de3b49e77b430ebc,Bashlite,True,mipseb
672e47c36c555ae6a0eed651a2d3bb329f8e1b345541380ac8fc8794c9c6cbfd,Mirai,True,x86el
67cda2c0b3756ddd78499c7ccf51c1323872a9e2942ec52c5e4bafb57c580ecf,Mirai,True,mipseb
6763484ee1099123f8b1863369a46751794972dbc67f4762d856eac80a3d72f6,Mirai,True,mipseb
6718d5be1776b713e100903a0d0f522bde84115de227633ae5a07cb739ba4328,Mirai,True,armel
67072281c5e56d787b467d59e7616e703c5d87ac0269d8e3966389f70329231a,Bashlite,True,x86el
677af86345498bb922bf039612027c313b033430f26dd7dc40cd89a70c148350,Bashlite,True,x86_64el
67fdc2e145ae7c2320dfa9e1b2eb8dcd6a632790b4da6dd88581c0d1a47ca8bf,Mirai,True,armel
674c2ec84692040ffd62d65afe797677727e36107f23c7d9128b40d733acae6c,Mirai,True,x86el
672ed9d9e4f7dd1f0eca438361b08984b70eb230729a3cdff2e421f0fc1f976c,Mirai,True,armel
67c3987bfc42f4aec14aebbad305c9115e5b9b210b11d3876b7a4797b005339c,Mirai,True,armel
67a0c215d64424fca2caaca24501f85eb7f3121354f8220b8aaba1b855473bde,Bashlite,True,mipseb
6730c77623a4ba92655d08e59ed5c959a77d53c88add901cb052ddaff6668c65,Mirai,True,ppceb
67eb92bf1d0d9f3fd6cefdb2d649d33909c24a87e0192851c3e8416d8b68dfff,Bashlite,True,x86el
674c70ba7090a69df8913a79f764dfb1c2c98c68d9aae0532a9c93df7ef3dc7c,Mirai,True,x86el
671988c7e7f2e1b56dcd8fb0a2d6c2cecbe5025131b1bbced6c0b4e667744921,Mirai,False,ppceb
679d1ccaedaefe49c4d0c6bb552d6b9da46cdead580180c0c43ebbf352aeb699,Mirai,True,x86el
670e42d64d0828b820d8a96727527a6dc8e52695d3ea73a96e0900b7618ec597,Mirai,True,x86el
67472ca03d8d2681c3adc123a4d1be48b8cd9d9289475f78fe5a5d2b4179490c,Bashlite,True,x86el
6794eeb8e92c8b0949da2104f03dfe8eacbe4cae2c888b55072c6effbae9f626,Mirai,True,mipseb
67967d2d1fe65d6276d0a8d05e39718ee832318a12c2d04ac734722fd854f00d,Mirai,True,mipseb
678fec120755a875efa504baddb853ceb4213ae6e6280ab4d00299d62d2cdac1,Bashlite,True,x86el
672920e6bf8a56cb2284810680cc4d6ac546782475ca9376346a162e50966397,Bashlite,True,mipsel
676f0251e9b620ded450a5adc5172a4253b35c66057f96bd187a8ca9d7946e8a,Mirai,True,ppceb
6705b1fa861e0f3e426889f3e61d871846a007858b361c19c3e4960e560189d2,Mirai,True,armel
67ceddd1d44efc88a580b33a3be939046a009cbeacec7c0876d80aaeabbafcb1,Bashlite,True,mipsel
67e7c98a1fa2b360379c0d4b3301ce3a19d3ddd47c77fcb8ea23f761090353ce,Mirai,True,armel
6730344527428aac25b21792fa7731fc8b44f24d17d1e5392daf3ab9ebc2abc7,Mirai,True,armel
671af505fa629c345ffbe58b96b411c225252cb15a0262032b13fad13ce2727b,Bashlite,True,x86el
67476163d062bcc2623b39db6d46752b355aa0d7cf07371bb70c3baa82cf0929,Bashlite,True,mipsel
674dad9c3961e2b7145702303b605b94efae334b534e1ae9fcfee7196eb5683e,Mirai,True,x86el
67372bd4502d68298b96d54606a066816eaf8b2a64d864fc1b7ab4a2525d4196,Bashlite,True,ppceb
67622119275d3633b28cc0a8b55a8890cafe2507c58f6130926ce11778c3287b,Mirai,True,ppceb
67eaee385b870a4e27d525223f406189c7270496daba34932118acb93ef17dd4,Mirai,True,armel
67bb52817919f177cca168d8ac0fb91e41898fb923af48047af0d9811388072e,Mirai,True,mipseb
67c2354c0befb99bd50b532183a38f2112b21f7d9ee305b446268e77c79148bc,Mirai,True,x86el
673bed27486219dff9c97aa4d56b8807ab224aea34b808ff3d79de0135f4919f,Mirai,True,armel
671bf45d8c2747bf33ff6db71cecc8c7646dd14bf2ef4b70c783918ed7350924,Mirai,False,x86el
67b39390350a9fe38ef6d2328cb9953e1e6c2512d679d4d1b5875351df2b6fc7,Bashlite,True,x86_64el
67a97a18f323da2b65980c51bffa14f5a528c8d8dceecef63e647d3836aabdb5,Mirai,True,mipsel
67659f68bc667474d7467aa6653641c519a4081d68c6f245bc84dce7f2e92c24,Bashlite,True,mips64eb
6733c95e1dc738942259e5ec50ece84d0e102ace791452dfbb8709cc89e639ac,Mirai,True,armel
6732b1b9420f4365cec38001fbeda6b42e87e218e32cdd845fecafe84a98927a,Mirai,True,armel
673d717059cf4a371e41fd80022264031ecfdf4a3a51f4231837908e770db49d,Bashlite,True,x86el
67d1614f150d5116b0037bde46a776dccc838f699187e3e8b0e2893790a70b15,Mirai,True,armel
6771c2b3af229f46e5fc3fa69ea19e1e4c8b415ebe4d7885d12cf1cba6c6e0bc,Mirai,True,armel
671af211eca0809589fd460ec768d4f800b18aec6945e3321d73054e0467b29a,Bashlite,True,x86el
67d4161e6f5521071fe8e0926e395dd08d9acc9b4572792d73f87be90b8a5ddd,Mirai,True,mipsel
67865e74095f1f9c96026e9d2851024b471e1216704f2100e73dc54c62e73b30,Mirai,True,ppceb
6708bcdc9f1aa23b0995476372a06ca5f6e102759002f7c74d9dc9debe320b9d,Bashlite,True,x86el
67f1993722cc6cf88591ad5e563362505da54ee09d8404729b077145fa7c5725,Mirai,True,ppceb
67800992d5e22faea13b3e0190db2065756196ad669b9e3c77913abbdfd2b62a,Mirai,True,mipseb
6777e09653c23bd312a18c3ab1b41894f75a9b753e46a4689e21d200118d427d,Mirai,True,x86_64el
67925bf5042377054f4c64b2f7b53f863634b853b110b4421538f6870c4df836,Bashlite,True,mipsel
673ae7edd3ad982c8b769fcd717cb8aac25539db26a7114d52919ac42d510353,Mirai,True,mipsel
67aab9fa841f303a573819fff2aae94dc7c80078cf18d879ce999dc670ccd808,Mirai,True,armel
67a4c95e82f7b705f27b8fa709487e452bcbd903ae357bfe5d54597c8e23b36c,Mirai,True,armel
67e0981c03785d68218281e4b029ad4386b85f42bb2f4528521479678ba5898c,Bashlite,True,mipsel
67a989c3aba73e5a2d7c44136f099669f23874dda599b8eae44c1e63e04d7315,Mirai,True,mipseb
678b32866567ebd75c0663d1288b92ff808823ed0a346b6e5c3d6c06ad9b8b54,Mirai,True,mipseb
6791d9420b40a31f60d51bf50c1c5ecccdb16aae128cfef2bfb87c5540d20185,Mirai,True,ppceb
6745f006c513d085fd6ce0f7520fce80869c8c58ecb02c37e17693e1b541df81,Mirai,True,armel
67e90d6d6e83ad469d85fcfe861fddff705b27e463126a662b11cb7bd6edecb9,Mirai,True,armel
67e8b7b18791b84c2b005140380c17030551399eb876a4ada95393dbca3c1206,Bashlite,True,x86el
6767a4dbc5a6c3d9e1bef759a5a0600d07349326ab16e7fb021fba63635023db,Bashlite,True,mipseb
673e71ebac0d0e74471b7847a71ca9a1243462535a6383e93d2d39d0c8754794,Mirai,True,mipsel
67c0551b43877a6875d771258da2eb520b1c8c1747a95e511a0a6821fa0a483f,Mirai,True,mipseb
67be96e8e6149c051113d928405a5fe15ce6bfa6d1a3d60cea6a77986f74cd24,Bashlite,True,x86el
67a0aaf133185e6cb309b4a6373e0783a0234bc3b4614fb11f04f6e7f9f9c039,Mirai,True,ppceb
6714179bd334c57ebfad9bf03a27d443cc7aca4730339c979e87de3eb590ffb6,Bashlite,True,x86el
674cd9f545849fee80a953ac8b281f5fc9ee3e47effee8a8a1bdb30245bff7be,Mirai,True,armel
675efa02c88e875a874219dce955e12b0fe8321c73aee1dd0ae87dd6f4d90f97,Bashlite,True,x86_64el
671074c37302824f2e55e20a1b75acdec6683757ef6f800c1b40f8ce705fd4c6,Bashlite,True,x86el
67bd72223d9436d5c07fb127d89e980abc3869804847cd29c1c32a535a7c56ee,Mirai,True,mipseb
67141040b8e9801df92f0cf5b7b6613b562482559f170267cc8628c2ba99efec,Mirai,True,ppceb
671642b3344445a00c9b2b66ed7587133c40af45466c2c59d6a25e95acd54a10,Mirai,True,armel
67650f727f7f4fe2acfdcb320c4ed283693265f238a8c1376f3eedd476c5a97a,Mirai,True,mipsel
677942dc33e7a82b418cc60f12ef7a43e533653eff200b75a98a93a3cc3d0208,Mirai,True,x86el
677491e2e59ad5780aa7f0aa65fee9f079587e9f620b1e8ce31fcc9a196308d6,Bashlite,True,mipseb
6718eca61f6f172fcb8542dab92848be34e49ce56e7cb63a382980e9485df54d,Mirai,False,mipseb
676a8eea033362f081bf2657f40eb2559d0f36ced72cdc5bf42e06deeaeb3ad2,Bashlite,True,x86el
67734ee4fb2b4e7b56f701ad506131e3faf4c639e0bd01942ebd47a47967ea30,Bashlite,True,mipseb
67113a954cef160ad36c05168adac199717ac286d594c539251071972fd826f8,Bashlite,True,x86el
67735efddfb60d94591c08f9f143628b1edf0f957423ab87f27ba740d578a3d4,Mirai,True,x86el
6714baa0034de6bc454cde2f90c43ecaf52be4f417217c1db2ab1b01fbb544e4,Mirai,True,mipsel
67657c51b73b181d56bbb8fae9ae0cdc23ee950ee1aaf2b24d3544214235a5bf,Mirai,True,mipsel
6749891a3e0f54caa6bac6b4c9f2385e8cb9067c3131eb04495bb6872851f18f,Bashlite,True,mipsel
671bdb6f369bfb173c49a74b43cca7821eeb97c7149fad11d021236615fb4801,Mirai,True,ppceb
67d8dbb01af47a4def4def8197cdea902c2fe4f64d6ff56031da2a35cb05c219,Mirai,True,mipsel
676e3f4fb0af829d2a7439f2a0c44b160c1729e252f6b503b9008d141347eb33,Mirai,True,x86el
67511e36fd096a4f8718f1e954698da684c863100da8abd329f9ce40c6e077d3,Mirai,True,armel
675e68f10beec69c9c3b102583a4028251e486f6bfbd3a726137368b7664fc90,Mirai,True,x86_64el
6703cfbee933427ab3953dd92865772b69126ae430e449ca98ed917b36a96630,Bashlite,True,x86el
67b9aa004864d073f1aa817daea7199e319327e66f9c3c6b5e66cfdb30181a8f,Mirai,True,armel
67d2bb12cb826157576e15f5777d1d77a887d46ca7b159016c08434dd0dece68,Bashlite,True,x86el
670257e0204106dd948b20500ee3000f324f8550a99e19e9fd28b5613355d25b,Mirai,True,x86_64el
67e58fcb87e0e75e7bee18672e2d9a63f6ccf1ae2c63144dd800393266bf0b8a,Bashlite,True,mipseb
67f94d9f8bee4b0d1ec4f26e5e79dd46191b6c5036e3bb9bed01058f74585984,Mirai,True,mipseb
67b1678b8c5a5d81323437678c4aaadc46ce2c2a9458ac1b859ee185d5fe1b7c,Mirai,True,mipseb
671ae4bd08b248e6721a8d165f54623fb7c24c06ca91ede7d0a2e5cedfa46d25,Mirai,True,armel
67156c83de2091b10123f57cef7bdd43dda4bf32e303ff66244cdc0c0314b81a,Mirai,True,armel
673eb3b8a4a900f482b84ce15c1f3e057df227879d7ce4a6aa86d8272fc59354,Bashlite,True,mipseb
678889659a78128d93bb997e7397a17d5f8d26894f96567c6b3a20e7338bd48c,Mirai,True,x86el
679e5756850ed41fed62f46f55548f734bd54dd1c1163f8071ba9276cb2863d5,Mirai,True,ppceb
