filename,label,arch,nodes,edges,out_degree,in_degree,density,closeness_centrality,betweeness_centrality,connected_components,diameter,radius
a3ff5fadb63e0aa8dad2b161df1ca5c604f85a7298430969137968ef0176d72c,0,1,441,764,0.002267574,0.002267574,0.003937333,0.069445626,0.021410023,5,34,2
a3ff2335c07cb65810b1476b0aab612ebf3a08106b91118dea68636b7c0218d0,0,7,2333,4623,0.000428633,0.000428633,0.000849729,0.069825012,0.003528612,52,34,2
a3ff0506fd7f2bdc9d9919583f7e7c8763c8f6431f9805d44c8a9d12785e253a,0,1,610,1085,0.001639344,0.001639344,0.002920671,0.068978775,0.013459259,4,32,2
a3fe437cc678c2b6b323446a7df42a8eecbe6ebedf7f0a7573ae853f335cd0eb,0,3,228,426,0.004385965,0.004385965,0.00823093,0.074576744,0.017230357,1,26,2
a3fd7f1edd83aca0684b0afa937d58b2e8dfde34f477d375816509763a5ca36f,0,3,6531,10636,0.000153116,0.000153116,0.000249394,0.013545992,0.001079223,118,212,2
a3fd454a8f587a24a85000e13923d0787e5f5d3ef9a2b5f66a76f3465662a23b,0,7,2327,4181,0.000429738,0.000429738,0.000772457,0.009498824,0.000839487,29,50,2
a3fc5231328bb4757b2642a69157e1d839545edfb369afc9c3476b8427cf57c2,0,3,153,260,0.006535948,0.006535948,0.011179911,0.041652725,0.018733896,4,30,2
a3fa8031a0e6e524d3fbcd2791ec1bfcde2b887ffb0274b92e7da26276a0909b,0,7,267,604,0.003745318,0.003745318,0.008504407,0.076591208,0.01281511,3,35,2
a3f869f0d842a47a18bdb610785ccec6344e9731dd3d1998359e7b6834d8c297,0,7,3165,6485,0.000315956,0.000315956,0.000647589,0.087674043,0.002355835,3,203,2
a3f7e8be8cc3f9e8d682d36ef7a0b73c09a216e7042582ecd061c7fc6e614723,0,1,2882,5965,0.000346981,0.000346981,0.000718411,0.091256599,0.002157997,7,29,2
a3f72fd001d9bf072d41c4bcc464bd09dee7e442f9c95568a28f125701f2c07c,0,7,509,975,0.001964637,0.001964637,0.00377071,0.065665537,0.011984439,2,44,2
a3f6517e832c864b8b21e056499fbfc5c086d8f8708b861b38498007931042de,0,7,947,1829,0.001055966,0.001055966,0.002041609,0.061282052,0.005029536,7,56,2
a3f52d17f3cb316da0251d3b4163a23e89c3a5096fb1afcdac091a202e67acbd,0,3,2697,4827,0.000370782,0.000370782,0.00066386,0.062796499,0.002099928,30,65,2
a3f32a086dfeb9ca0063c05d3b343535439dc6ec00849c8c022db8d2ed4abbf7,0,7,1776,3841,0.000563063,0.000563063,0.001218437,0.081633661,0.004926775,2,128,2
a3f322500c06ebe6fcfa7310a4c98ed39c7e1e203780341c6a10742ac509ebac,0,1,882,1786,0.001133787,0.001133787,0.00229846,0.087126707,0.010254412,6,31,2
a3f30436ef0a0ccad12768a4d3dbde04fc1dadc983be5d4ef186e4951dbd5b0a,0,7,360,678,0.002777778,0.002777778,0.005246054,0.053763197,0.013182741,2,50,2
a3f2dfe93ee079fd19fc8df09009e2ed9e65a3b56a892e1e38dec60eaabaa941,0,7,494,749,0.002024291,0.002024291,0.003075445,0.037502344,0.008930664,62,41,2
a3f2bbcf2ab58c01ad7665e046ee189bc77913eae7b9a6c3eb8cbdd67cc2af4a,0,1,163,284,0.006134969,0.006134969,0.010755131,0.068856119,0.006782996,5,19,2
a3f2b851ce0d5d8e9cbbe891b01dd2433e600887ebfdff79eebb446610ea4f0b,0,8,186,202,0.005376344,0.005376344,0.005870387,0.008674413,0.000723058,34,27,2
a3f209ae5d2dc6ef3673446f049db2f6ef005f3dc3ad741cd1e30054c725a538,0,2,1265,1997,0.000790514,0.000790514,0.001248937,0.03575073,0.004245542,50,33,2
a3f0c3fa5250489e6d7bdb15d9d7017a7920e08c35e956b49041757ca1cf28fa,0,7,348,572,0.002873563,0.002873563,0.004736825,0.046123773,0.005956262,25,30,2
a3f0a9fb19c3ce1a385e75e26ed455df0e261e82827c791303c91bb652dae0d3,0,3,254,493,0.003937008,0.003937008,0.007671719,0.070375027,0.013109095,2,40,2
a3eea394f2d734717cbc5c3c82a89aeb7c92125b09162175135f327d10a78cdb,0,1,269,493,0.003717472,0.003717472,0.006838484,0.114047981,0.014235452,2,18,2
a3ed4c6c6bcaa5d3f056f90081d2caf06f7a2e68e73f91cd66be5b72cfd290cb,0,6,1066,1466,0.000938086,0.000938086,0.0012913,0.017951592,0.002572991,44,36,2
a3ed47ec5d630d883557af98d7c0b4ec8827f5a2a3e90204ad7463d4509ff060,0,1,3045,6649,0.000328407,0.000328407,0.000717339,0.082094432,0.002783434,19,36,2
a3ed1df861a290ce56c44c988321cb36ea66a05fa66b1b4079851fafdc2ce565,0,1,663,1098,0.001508296,0.001508296,0.002501675,0.046656069,0.011468247,12,34,2
a3ed0ab126dabf8f5faa3837532f61c86d43aaaeaf7015a7f3bfd8bf6a574ee6,0,7,748,1434,0.001336898,0.001336898,0.002566415,0.062886773,0.009134299,9,52,2
a3ecc47812e7300a732b78d5822d679a407d84a32bdf1032f474a7a83d20397e,0,1,784,1756,0.00127551,0.00127551,0.002860531,0.091803087,0.010986947,9,28,2
a3ec4234c1a182d4866e07405e349ea7ba27010fc5d2cb776c7b0ef4ad76aac1,0,3,1178,2322,0.000848896,0.000848896,0.001674713,0.095761366,0.005900462,2,46,2
a3ea607b8b415ced9fd00629d0118f683fc26062a0c90c880abb982330119ebf,0,7,1273,2565,0.000785546,0.000785546,0.001584061,0.069167283,0.005552283,8,58,2
a3ea03aefc5cefa2e606aab6cd3cacb82d7d43a8ca27096aca1e62c30aa6e25a,0,1,601,1069,0.001663894,0.001663894,0.002964504,0.077590167,0.009156174,10,31,2
a3e98c2d2d02829e2df1de77c2976b3d35755a3996fd45f73672850bee5ef450,0,1,557,958,0.001795332,0.001795332,0.003093396,0.034307108,0.010573516,23,40,2
a3e8f8f1e0611c76542ac67b7073d78fe77f980862c51a1fd8bb28eaf0aa1ad7,0,7,2738,4852,0.00036523,0.00036523,0.000647459,0.041871543,0.001769543,210,72,2
a3e8698019a168c502b910b70f48e51be5dc53d5bc7131150b9a349f99dc2cae,0,7,206,358,0.004854369,0.004854369,0.008477386,0.057829593,0.020473086,5,30,2
a3e7bb27d6562556f14db219c5378175ef34f02c69060a5faf79557120a24e12,0,3,3169,6929,0.000315557,0.000315557,0.000690181,0.12936509,0.001646341,6,129,2
a3e78dfb9189eea09ee85e0084ee98dbf8af9cd3a7216b2c8b2acf6bfb881c56,0,2,292,478,0.003424658,0.003424658,0.005625382,0.056525034,0.014422439,2,24,2
a3e74712c526fcf5772cc6ec24504fc97eae3b2f8c11cd6f9103b379bfd83394,0,1,20,21,0.05,0.05,0.055263158,0.068281846,0.007309942,5,7,2
a3e73403d8230ce9b91550b8301011ea5543f1cff3f1ef6ed11b0318ecdc4252,0,7,469,774,0.002132196,0.002132196,0.003526324,0.034363117,0.012812708,38,45,2
a3e70b057cd31e9f72bdf7465395e38b9f731de85ba1a186ec79dc90b8b66410,0,1,3336,6342,0.00029976,0.00029976,0.000570039,0.062395084,0.002842479,17,36,2
a3e6bb75ef2b14cee3de950b548ea9e8531288b756a67bbac686d4fa2bbef4cd,0,7,3145,5841,0.000317965,0.000317965,0.000590723,0.049277107,0.005086247,7,63,2
a3e61e86a2b13a4b10bd2c2d1483c095861c41f426d22e2e950d1ba6171359d7,0,1,198,389,0.005050505,0.005050505,0.009972825,0.131674013,0.024163996,1,21,2
a3e4fce473d6cc381554087e0f74661595295c037c8b154058511c654de35ae4,0,1,193,378,0.005181347,0.005181347,0.010200777,0.110238125,0.013851683,10,15,2
a3e4f52f9c357042113552b89907de38f3d98c870db7cc6928dd4e098a5345ac,0,3,34,48,0.029411765,0.029411765,0.042780749,0.075488668,0.015290775,1,9,2
a3e3cc852b20ce7f94904da448713557363f168e0f86bed22ad5d56869cbedde,0,3,179,319,0.005586592,0.005586592,0.010011926,0.063558763,0.012114036,2,22,2
a3e1f666e4efb6626fd1cdac76fe03e7ac34a1b45123750707ce8bed156ea667,0,7,5692,10506,0.000175685,0.000175685,0.000324328,0.057362656,0.001142523,372,63,2
a3e1bd119b67a853cc6f8501b62fd5185f0d89763d1498c9b7abb99c4965c94b,0,3,193,349,0.005181347,0.005181347,0.009418178,0.072776108,0.007278922,10,27,2
a3e1b2372698568cbc5ad4d7ba9356595f4eacb2bf9300769450ed6ec2d88db9,0,3,1617,3411,0.000618429,0.000618429,0.00130536,0.105827388,0.004281709,5,29,2
a3e1ab189641b83c8073f5cdc39a2796268211e54a61c23865f8b45965b5f2d6,0,3,492,887,0.00203252,0.00203252,0.003671783,0.069639795,0.012150719,6,46,2
a3e16b9ee8e2beda1495b3420594bbf3c20c38ee31503f1952f97a1addb44028,0,1,287,495,0.003484321,0.003484321,0.006030555,0.030969992,0.003663816,16,23,2
a3e14118f8df4fe7ba4d98b7114b9b92915c051801aab53a60b37bc40f00dac6,0,1,1457,3088,0.000686342,0.000686342,0.001455648,0.078733241,0.006863117,3,37,2
a3e100f304025b5f12e5856c86e524acfe438d56e6734d4cbb5541a59b7c987c,0,7,812,1552,0.001231527,0.001231527,0.002356757,0.072067827,0.009501603,2,54,2
a3e060fc2ed59f447e509f40a8e982b6980f1ccd8869bb450e5692ce82e92771,0,2,196,264,0.005102041,0.005102041,0.006907378,0.025929399,0.007119255,5,22,2
a3e02af77b7a73628ef1f8fae9a4634ac2b7296bb5f14ed6170162827fbe2d73,0,7,2919,5738,0.000342583,0.000342583,0.000673661,0.058636068,0.004803005,4,57,2
a3dfef71f89d3819424d072ce119c79831f826aedaa68e3d94666651f061d92c,0,7,2054,4011,0.000486855,0.000486855,0.000951181,0.072647119,0.002395219,29,102,2
a3ded645951f3bef04f5b60eacff98b58f48473b574ea4622f43f0a471d5782c,0,3,948,1997,0.001054852,0.001054852,0.002224435,0.072847771,0.008539243,2,54,2
a3dc9498fb63df58015b681688d45139d821e5e57be5c1aed1e8796bcd471459,0,7,38,35,0.026315789,0.026315789,0.024893314,0.040804367,0.005768927,12,8,2
a3dad4f22292ae37ac4a8cd7b6a2f37ab52472a94129c07ad1238c4aa99ceeca,0,1,3669,7455,0.000272554,0.000272554,0.00055395,0.088076501,0.002303064,17,45,2
a3da87cc5c0a05b2c2cc54f4a152d7b46533fb554383e8fcf9126c72dd98ecd3,0,7,1429,2607,0.00069979,0.00069979,0.001277558,0.044831824,0.00326001,75,41,2
a3da2d6e921b2013291d384f8a0d69960d9a699371fcc4c5f05092eb61effa17,0,1,262,416,0.003816794,0.003816794,0.006083472,0.023124791,0.00448538,5,26,2
a3d8a01faaf38debda3d9c50ee7216fdad7d9cf363d5d4beeeefd4459c25bfd8,0,5,221,344,0.004524887,0.004524887,0.007075278,0.039563708,0.012785858,4,25,2
a3d7fb127c1bb0878a0f4c184f223c1621dc75b47871cac9f19ba5721bfa1eb8,0,3,2895,5754,0.000345423,0.000345423,0.000686788,0.064620389,0.00314921,64,36,2
a3d7fa16102312db4b037e8445c3aa92b004cf941129d2b62cc0b4c09be6e65b,0,5,135,189,0.007407407,0.007407407,0.010447761,0.026566129,0.003092724,4,14,2
a3d746abb377bc86f8c85139cefef6a0765c111601e2134326f27da5099202a2,0,7,2006,3855,0.000498504,0.000498504,0.000958471,0.064551143,0.00365304,24,73,2
a3d6302177d02cbe44be3eb75a85e29b86cd53e85cece745f5974716178ef107,0,1,540,1014,0.001851852,0.001851852,0.003483818,0.111856727,0.013248907,1,24,2
a3d584b77764429d73a2b36bca91671d9a411077ee17a3cf4c77ff3253adbe47,0,7,2192,3684,0.000456204,0.000456204,0.000767073,0.038153402,0.002090951,179,58,2
a3d54f9a7445d25f1746d8004b6c458d576e48099217b17f998ba1383780be58,0,5,1183,2075,0.000845309,0.000845309,0.001483938,0.048771178,0.005713865,3,41,2
a3d4fff7a7ac725f1d83b2f2cc875158365f18c338515667acd99cd4cc0e6e8d,0,5,213,334,0.004694836,0.004694836,0.007396581,0.040126746,0.01261703,3,24,2
a3d3f8622eb8935fbcc449a0914f0644605bfd847aebec1534fe10401f38a7cc,0,7,253,482,0.003952569,0.003952569,0.007560073,0.041386858,0.01264026,1,33,2
a3d22f0ad0c1aa949f2fe432668a3f3025b7bbbe28ccbab2e555d92d17d827ed,0,7,2262,4745,0.000442087,0.000442087,0.000927776,0.08090625,0.003759276,4,62,2
a3cf94e9bbe21a4d4e01fb892cffc2145d84e6bf6344dd54b3ede924405f1e65,0,5,268,384,0.003731343,0.003731343,0.005366426,0.022052671,0.010674431,4,43,2
a3ce85387230e89edb068ac7deabf4574c0bdc4732b2cfe54354e8f3b7322554,0,1,909,1686,0.00110011,0.00110011,0.002042715,0.084363823,0.008535545,14,27,2
a3ce3d8d552c09cf271360c1a29a4abd5cf8edd589be12a956c55699b8f9fa9b,0,3,353,630,0.002832861,0.002832861,0.005070178,0.025750843,0.009934159,3,35,2
a3cbea95372da0cfc44d8dfc640e70c8a2a68e8be5b903562245e2ae2216a078,0,5,3212,5024,0.000311333,0.000311333,0.000487118,0.022407337,0.001931285,14,51,2
a3ca2306eb7e9fe8af933770a2b022a18a1f4b481199bd3f0c0e0d09f600b64a,0,1,451,807,0.002217295,0.002217295,0.003976349,0.072787949,0.021381033,5,31,2
a3c850318c968e953c588d4e1e513fd94c7309025a66f55cab50bfeda2c365a2,0,5,299,484,0.003344482,0.003344482,0.005431977,0.039410268,0.015486167,2,35,2
a3c80d3e9df53f16da2a9ca80dd3858f6303d3e1270940914a85ed7606c23722,0,7,1927,3430,0.000518941,0.000518941,0.000924179,0.061937414,0.005833747,5,54,2
a3c7c43106ade40a5154ea7c311f1dc564125997add4b3a1f49bfb431f1f6ff6,0,1,1061,1771,0.000942507,0.000942507,0.001574698,0.046341439,0.006378988,61,34,2
a3c7361eee5f0f13e24c7e06dd798f7520f65fd9cc0ceb502472c99146b8534a,0,7,621,1300,0.001610306,0.001610306,0.003376448,0.075945922,0.009192465,3,61,2
a3c6ff2a194810281f4e5c79303584846ced3a2bb20af95e7f2f3d5123b302e8,0,1,3091,6095,0.00032352,0.00032352,0.00063814,0.074255887,0.002538558,18,38,2
a3c68241e33eea013ef6de99737966386244397606b59ba3dd970356a823c8a8,0,1,112,193,0.008928571,0.008928571,0.015524453,0.062115574,0.02219346,4,19,2
a3c63f8559adf7e398fb3ff934413262690ae14102dda3d8f263729795363e87,0,2,3992,7769,0.000250501,0.000250501,0.000487633,0.064287866,0.001737248,63,38,2
